candidate_rank,evidence_rank,MMSI,VesselName,IMO,CallSign,VesselType,track_intersects_slick,track_distance_to_slick_km,closest_AIS_distance_km,closest_approach_time,hours_before_satellite,speed_at_closest_knots,course_at_closest_deg,points_inside_slick,first_inside_time,last_inside_time,hours_before_first_inside,hours_before_last_inside,median_speed_knots,max_speed_knots,ais_points,first_seen,last_seen,observation_hours,alignment_difference_deg,intersection_score,proximity_score,temporal_score,alignment_score,association_score,association_label
73,221,367734540,ACE OF TRADE,,WDI8023,30.0,False,66.0723373602487,66.0723373602487,2018-09-25 14:19:28+00:00,9.704874166666666,2.2,183.2,0,,,,,2.7,5.8,141,2018-09-25 12:02:58+00:00,2018-09-25 16:20:00+00:00,4.283888888888889,17.66466118990769,0.0,0.0,0.0,8.037259867788034,8.037259867788034,Weak association
74,194,367740720,COPPER MOUNTAIN,IMO8976607,WDI8648,31.0,False,53.785751370198064,53.785751370198064,2018-09-25 22:35:00+00:00,1.4459852777777775,4.0,218.7,0,,,,,10.2,11.6,147,2018-09-25 20:16:47+00:00,2018-09-26 00:01:15+00:00,3.741111111111111,17.83533881009231,0.0,0.0,0.0,8.01829568776752,8.01829568776752,Weak association
75,169,367725950,MISS BRITTNEY,IMO8847909,WDI7159,30.0,False,47.72391000879302,47.72391000879302,2018-09-25 18:29:37+00:00,5.5357075,3.0,38.8,0,,,,,2.9,5.4,125,2018-09-25 12:06:22+00:00,2018-09-26 00:01:04+00:00,11.911666666666669,17.935338810092333,0.0,0.0,0.0,8.007184576656407,8.007184576656407,Weak association
76,78,209156000,UBC STAVANGER,IMO9287340,P3XJ9,70.0,False,28.262758607485967,28.262758607485967,2018-09-26 00:01:24+00:00,0.0059852777777777,10.6,38.9,0,,,,,13.0,13.6,89,2018-09-25 21:28:24+00:00,2018-09-26 00:01:24+00:00,2.55,18.035338810092327,0.0,0.0,0.0,7.996073465545297,7.996073465545297,Weak association
77,68,636017492,NAUTICAL ALICE,IMO9737694,D5LF7,70.0,False,27.42826047667673,27.42826047667673,2018-09-25 18:34:01+00:00,5.462374166666666,9.7,219.1,0,,,,,13.2,15.2,312,2018-09-25 15:33:06+00:00,2018-09-25 22:54:31+00:00,7.356944444444444,18.235338810092315,0.0,0.0,0.0,7.973851243323075,7.973851243323075,Weak association
78,72,368028770,AB 8,IMO0000000,WDI9723,90.0,False,27.539737218036542,27.53992586340352,2018-09-25 21:24:57+00:00,2.613485277777778,6.8,219.8,0,,,,,0.0,7.4,250,2018-09-25 12:02:32+00:00,2018-09-26 00:00:18+00:00,11.962777777777776,18.935338810092333,0.0,0.0,0.0,7.896073465545297,7.896073465545297,Weak association
79,165,367772490,LE FAMILY,IMO9242845,WDJ3900,30.0,False,46.73693263684961,46.73693263684961,2018-09-25 13:00:10+00:00,11.026540833333334,0.0,219.8,0,,,,,0.3,9.0,250,2018-09-25 12:03:07+00:00,2018-09-26 00:00:55+00:00,11.963333333333331,18.935338810092333,0.0,0.0,0.0,7.896073465545297,7.896073465545297,Weak association
80,53,369818000,MARTIN EXPLORER,IMO9160853,WDB3168,31.0,False,27.350892130943283,27.350892130943283,2018-09-25 23:42:21+00:00,0.3234852777777778,9.2,40.0,0,,,,,10.9,11.6,223,2018-09-25 16:36:21+00:00,2018-09-26 00:01:21+00:00,7.416666666666667,19.13533881009232,0.0,0.0,0.0,7.873851243323076,7.873851243323076,Weak association
81,59,636010378,STOLT INVENTION,IMO9102100,ELSN7,80.0,False,27.38464325216947,27.38464325216947,2018-09-25 13:45:12+00:00,10.275985277777778,8.0,40.6,0,,,,,11.9,13.8,237,2018-09-25 12:02:48+00:00,2018-09-25 17:21:28+00:00,5.311111111111111,19.735338810092315,0.0,0.0,0.0,7.807184576656409,7.807184576656409,Weak association
82,99,368024820,GRADYRAY,IMO8891493,WDJ9313,0.0,False,33.58542790482773,33.58542790482773,2018-09-25 15:25:34+00:00,8.6032075,4.8,40.9,0,,,,,4.7,9.0,357,2018-09-25 12:02:01+00:00,2018-09-26 00:01:15+00:00,11.987222222222222,20.035338810092327,0.0,0.0,0.0,7.773851243323074,7.773851243323074,Weak association
83,70,366804450,CROSBY RAMBLER,,WDA3981,31.0,False,27.527716191785924,27.527716191785924,2018-09-25 20:50:45+00:00,3.183485277777778,3.9,221.0,0,,,,,0.0,10.1,494,2018-09-25 12:02:45+00:00,2018-09-26 00:01:14+00:00,11.974722222222224,20.13533881009232,0.0,0.0,0.0,7.762740132211965,7.762740132211965,Weak association
84,185,367624360,SANDSHARK,IMO8763775,WDH5084,90.0,False,51.50220911716932,51.50220911716932,2018-09-25 12:04:09+00:00,11.960151944444444,0.0,0.0,0,,,,,0.0,0.0,204,2018-09-25 12:04:09+00:00,2018-09-26 00:01:09+00:00,11.95,20.86466118990768,0.0,0.0,0.0,7.68170431223248,7.68170431223248,Weak association
85,192,367557080,MISS ELSIE D,,WDG6446,31.0,False,53.12324080448235,53.12324080448235,2018-09-25 21:50:10+00:00,2.1932075,0.0,360.0,0,,,,,0.0,0.0,75,2018-09-25 12:01:59+00:00,2018-09-25 23:53:40+00:00,11.86138888888889,20.86466118990768,0.0,0.0,0.0,7.68170431223248,7.68170431223248,Weak association
86,210,636014110,ENSCO 68,IMO8753627,A8RJ3,90.0,False,59.88154192897488,59.88154192897488,2018-09-25 13:14:15+00:00,10.791818611111111,0.0,0.0,0,,,,,0.0,0.3,417,2018-09-25 12:01:55+00:00,2018-09-26 00:00:35+00:00,11.977777777777778,20.86466118990768,0.0,0.0,0.0,7.68170431223248,7.68170431223248,Weak association
87,156,367400410,MR LEROY,,WDE8009,60.0,False,46.37157768065173,46.37157768065173,2018-09-25 18:39:03+00:00,5.378485277777777,0.0,42.0,0,,,,,0.0,0.0,4,2018-09-25 18:06:02+00:00,2018-09-25 18:54:03+00:00,0.8002777777777778,21.13533881009232,0.0,0.0,0.0,7.651629021100853,7.651629021100853,Weak association
88,160,367363740,LADY CRYSTAL,,WDE5231,31.0,False,46.58874056175196,46.58874056175196,2018-09-25 15:38:27+00:00,8.388485277777777,0.0,222.0,0,,,,,0.0,0.6,492,2018-09-25 12:02:45+00:00,2018-09-26 00:01:16+00:00,11.975277777777778,21.13533881009232,0.0,0.0,0.0,7.651629021100853,7.651629021100853,Weak association
89,204,367166260,,,,,False,58.22876527495776,58.22876527495776,2018-09-25 14:10:57+00:00,9.846818611111113,4.3,42.0,0,,,,,7.7,11.6,121,2018-09-25 12:02:38+00:00,2018-09-25 14:54:47+00:00,2.869166666666666,21.13533881009232,0.0,0.0,0.0,7.651629021100853,7.651629021100853,Weak association
90,145,338878000,RENEE,IMO9704271,WDH7420,90.0,False,45.83297352341171,45.83297352341171,2018-09-25 12:03:59+00:00,11.962929722222222,0.5,179.7,0,,,,,0.2,0.8,437,2018-09-25 12:03:59+00:00,2018-09-26 00:01:28+00:00,11.958055555555555,21.16466118990769,0.0,0.0,0.0,7.6483709788991465,7.6483709788991465,Weak association
91,95,367452650,PORTPILOT,,WDF4502,90.0,False,33.37688739422729,33.37688739422729,2018-09-25 23:18:03+00:00,0.7284852777777778,0.0,222.8,0,,,,,0.0,26.9,504,2018-09-25 12:02:46+00:00,2018-09-26 00:01:12+00:00,11.973888888888888,21.935338810092333,0.0,0.0,0.0,7.562740132211962,7.562740132211962,Weak association
92,136,367666240,AQUEOS SPLASH,,WDH9259,60.0,False,45.61592850062919,45.615928567108206,2018-09-25 22:08:20+00:00,1.8904297222222224,2.5,222.9,0,,,,,10.6,17.6,252,2018-09-25 12:02:54+00:00,2018-09-26 00:01:21+00:00,11.974166666666669,22.035338810092327,0.0,0.0,0.0,7.551629021100852,7.551629021100852,Weak association
93,178,367594140,NGUYEN T J,IMO8958291,WDH2075,30.0,False,50.12962750459255,50.12962750459255,2018-09-25 14:00:07+00:00,10.027374166666666,3.5,177.9,0,,,,,3.0,3.7,101,2018-09-25 12:02:40+00:00,2018-09-25 14:52:39+00:00,2.833055555555556,22.964661189907673,0.0,0.0,0.0,7.448370978899148,7.448370978899148,Weak association
94,27,367529040,K-MARINE VIII,IMO8977144,WDG3728,60.0,False,10.631009326972968,10.631009326972968,2018-09-25 22:33:58+00:00,1.4632074999999998,0.1,224.0,0,,,,,0.9,14.9,487,2018-09-25 12:02:16+00:00,2018-09-26 00:01:17+00:00,11.983611111111111,23.13533881009232,0.0,0.0,0.0,7.429406798878631,7.429406798878631,Weak association
95,163,367310330,MISS WYNTER,IMO8977716,WDD9362,60.0,False,46.68752710070756,46.68752710070756,2018-09-25 22:27:19+00:00,1.5740408333333331,0.0,177.1,0,,,,,0.0,0.3,486,2018-09-25 12:02:49+00:00,2018-09-26 00:01:09+00:00,11.97222222222222,23.764661189907685,0.0,0.0,0.0,7.359482090010258,7.359482090010258,Weak association
96,50,311012800,GULF JUMEIRAH,IMO9381823,C6XK9,80.0,False,27.29914631541191,27.29914631541191,2018-09-25 17:47:42+00:00,6.234318611111111,11.4,45.0,0,,,,,11.8,14.8,332,2018-09-25 13:01:37+00:00,2018-09-25 21:14:21+00:00,8.212222222222222,24.13533881009232,0.0,0.0,0.0,7.31829568776752,7.31829568776752,Weak association
97,61,368042990,,,,,False,27.402065709276485,27.402065709276485,2018-09-25 15:04:21+00:00,8.95681861111111,26.4,225.0,0,,,,,0.1,27.6,515,2018-09-25 12:02:39+00:00,2018-09-26 00:01:03+00:00,11.973333333333333,24.13533881009232,0.0,0.0,0.0,7.31829568776752,7.31829568776752,Weak association
98,126,367582010,MS NORMA LEE,IMO9089396,WDG8879,90.0,False,44.58958818497193,44.58958818497193,2018-09-26 00:01:27+00:00,0.0051519444444444,9.7,225.1,0,,,,,0.2,10.4,288,2018-09-25 12:08:35+00:00,2018-09-26 00:01:27+00:00,11.88111111111111,24.235338810092315,0.0,0.0,0.0,7.307184576656409,7.307184576656409,Weak association
99,144,367369920,HARRY B SETTOON,,WDE5658,31.0,False,45.82594880043356,45.82594880043356,2018-09-25 14:13:40+00:00,9.801540833333332,1.5,225.2,0,,,,,5.2,10.0,505,2018-09-25 12:02:50+00:00,2018-09-26 00:01:10+00:00,11.97222222222222,24.33533881009231,0.0,0.0,0.0,7.296073465545298,7.296073465545298,Weak association
100,175,367342330,,,,,False,48.418383148011664,48.418383148011664,2018-09-25 13:18:40+00:00,10.7182075,13.5,45.4,0,,,,,9.8,15.2,347,2018-09-25 12:02:52+00:00,2018-09-25 21:01:15+00:00,8.973055555555556,24.535338810092327,0.0,0.0,0.0,7.273851243323075,7.273851243323075,Weak association
101,148,367357150,DMO RESOLUTION,,WDE4732,31.0,False,46.10168230657962,46.10168230657962,2018-09-25 13:30:15+00:00,10.525151944444444,0.5,225.8,0,,,,,0.1,6.0,495,2018-09-25 12:01:55+00:00,2018-09-26 00:01:16+00:00,11.989166666666666,24.935338810092333,0.0,0.0,0.0,7.22940679887863,7.22940679887863,Weak association
102,32,256313000,SEABEE,IMO9698941,9HA3884,70.0,False,14.5226573598137,14.5226573598137,2018-09-25 23:59:51+00:00,0.0318186111111111,0.8,46.2,0,,,,,0.6,11.3,207,2018-09-25 12:06:15+00:00,2018-09-25 23:59:51+00:00,11.893333333333333,25.33533881009231,0.0,0.0,0.0,7.184962354434187,7.184962354434187,Weak association
103,211,367606580,BIG BEN,IMO8992455,WDH3326,30.0,False,59.88557468769031,59.88557468769031,2018-09-25 21:20:32+00:00,2.687096388888889,3.4,174.8,0,,,,,3.3,5.6,22,2018-09-25 15:39:36+00:00,2018-09-25 21:20:32+00:00,5.682222222222222,26.064661189907667,0.0,0.0,0.0,7.103926534454703,7.103926534454703,Weak association
104,91,366957490,WILLIAM H JOHNSON,,WDB8368,60.0,False,32.907855178363754,32.907855178363754,2018-09-25 22:17:28+00:00,1.7382075,8.3,173.6,0,,,,,1.25,27.5,532,2018-09-25 12:02:48+00:00,2018-09-26 00:01:03+00:00,11.970833333333331,27.264661189907685,0.0,0.0,0.0,6.970593201121369,6.970593201121369,Weak association
105,128,367180560,CAPT LUKE C,,WDD7000,31.0,False,44.65411834226042,44.65411834226042,2018-09-25 17:03:41+00:00,6.967929722222222,0.0,228.9,0,,,,,0.0,0.1,164,2018-09-25 14:00:52+00:00,2018-09-25 22:53:38+00:00,8.879444444444445,28.035338810092327,0.0,0.0,0.0,6.884962354434185,6.884962354434185,Weak association
106,166,367033250,KYLE JOSEPH,,WDC4945,31.0,False,46.760917162928806,46.760917162928806,2018-09-25 14:57:39+00:00,9.068485277777777,0.0,49.2,0,,,,,0.0,0.1,496,2018-09-25 12:02:39+00:00,2018-09-26 00:01:18+00:00,11.9775,28.33533881009231,0.0,0.0,0.0,6.851629021100854,6.851629021100854,Weak association
107,115,367730420,SNAFU,,WDI7614,37.0,False,39.177021950885205,39.177021950885205,2018-09-25 20:28:01+00:00,3.562374166666667,2.1,352.0,0,,,,,0.3,10.9,493,2018-09-25 12:02:52+00:00,2018-09-26 00:01:11+00:00,11.971944444444444,28.86466118990768,0.0,0.0,0.0,6.792815423343591,6.792815423343591,Weak association
108,88,367527930,SAMUEL A CHURCH,,WDG3619,,False,32.39755590227938,32.39755590227938,2018-09-25 22:40:50+00:00,1.3487630555555554,33.3,169.3,0,,,,,0.0,33.3,505,2018-09-25 12:02:47+00:00,2018-09-26 00:01:13+00:00,11.973888888888888,31.564661189907667,0.0,0.0,0.0,6.4928154233435915,6.4928154233435915,Weak association
109,76,368019130,POLTAN,IMO0000000,WDJ8716,37.0,False,27.7794446780478,27.7794446780478,2018-09-25 18:02:01+00:00,5.9957075,30.8,349.2,0,,,,,27.3,32.3,82,2018-09-25 13:45:30+00:00,2018-09-25 19:51:21+00:00,6.0975,31.66466118990769,0.0,0.0,0.0,6.481704312232479,6.481704312232479,Weak association
110,89,369970907,BLANCHARD,,AEPC,90.0,False,32.43609459689788,32.43609459689788,2018-09-25 13:25:51+00:00,10.598485277777778,25.7,169.2,0,,,,,15.0,26.5,28,2018-09-25 13:04:52+00:00,2018-09-25 19:23:38+00:00,6.312777777777778,31.66466118990769,0.0,0.0,0.0,6.481704312232479,6.481704312232479,Weak association
111,37,372444000,BREMEN BELLE,IMO9367188,3EIZ7,70.0,False,21.96797549945948,21.96797549945948,2018-09-25 12:02:38+00:00,11.98542972222222,13.9,53.0,0,,,,,13.6,14.1,99,2018-09-25 12:02:38+00:00,2018-09-25 14:13:55+00:00,2.188055555555556,32.13533881009232,0.0,0.0,0.0,6.429406798878631,6.429406798878631,Weak association
112,181,367574050,TOBIE EYMARD,IMO9667904,WDG8104,90.0,False,50.922537968163056,50.922537968163056,2018-09-25 16:22:41+00:00,7.651263055555555,0.0,233.3,0,,,,,0.0,0.2,210,2018-09-25 12:04:40+00:00,2018-09-26 00:01:40+00:00,11.95,32.43533881009233,0.0,0.0,0.0,6.396073465545297,6.396073465545297,Weak association
113,90,367166240,,,,,False,32.82679522988421,32.82679522988421,2018-09-25 19:37:14+00:00,4.408763055555555,5.8,233.4,0,,,,,5.05,12.5,488,2018-09-25 12:02:53+00:00,2018-09-26 00:01:15+00:00,11.972777777777775,32.53533881009233,0.0,0.0,0.0,6.384962354434186,6.384962354434186,Weak association
114,28,338759000,OCEANINTERVENTION II,IMO9232125,WCZ7505,90.0,False,10.9082483229333,10.9082483229333,2018-09-25 12:03:04+00:00,11.9782075,8.5,234.4,0,,,,,8.4,9.1,171,2018-09-25 12:03:04+00:00,2018-09-25 16:26:14+00:00,4.386111111111111,33.53533881009233,0.0,0.0,0.0,6.273851243323074,6.273851243323074,Weak association
115,218,366677000,ODYSSEA COURAGE,IMO9213040,WDF7773,90.0,False,64.09589320586261,64.09589320586261,2018-09-25 16:57:17+00:00,7.074596388888889,2.1,234.6,0,,,,,2.55,2.7,10,2018-09-25 16:38:24+00:00,2018-09-25 16:57:17+00:00,0.3147222222222222,33.735338810092315,0.0,0.0,0.0,6.251629021100854,6.251629021100854,Weak association
116,24,368051780,CATHRYN ELIZABETH,IMO0000000,WDK4095,30.0,False,9.095218197620287,9.095218197620287,2018-09-25 12:02:05+00:00,11.994596388888889,7.7,79.3,0,,,,,2.8,7.8,352,2018-09-25 12:02:05+00:00,2018-09-25 23:59:46+00:00,11.961388888888887,58.43533881009232,0.0,2.714345407139138,0.001018560208431237,3.5071845766564094,6.222548544003979,Weak association
117,172,366950060,,,,,False,48.37571003139348,48.37571003139348,2018-09-25 17:36:19+00:00,6.424040833333333,13.3,56.1,0,,,,,7.7,14.8,368,2018-09-25 12:02:51+00:00,2018-09-25 20:58:59+00:00,8.935555555555556,35.235338810092315,0.0,0.0,0.0,6.084962354434187,6.084962354434187,Weak association
118,106,368049690,GLOBAL LIFT 5,,WDK3888,99.0,False,34.68942235075296,34.68942235075296,2018-09-25 12:01:54+00:00,11.997651944444444,5.2,345.5,0,,,,,5.6,6.6,203,2018-09-25 12:01:54+00:00,2018-09-25 16:51:45+00:00,4.8308333333333335,35.36466118990768,0.0,0.0,0.0,6.070593201121369,6.070593201121369,Weak association
119,209,367451420,MR DINO,,WDF4396,90.0,False,59.55037484785907,59.55037484785907,2018-09-25 22:03:21+00:00,1.9734852777777776,0.6,165.5,0,,,,,0.5,11.9,420,2018-09-25 12:02:51+00:00,2018-09-25 23:22:52+00:00,11.33361111111111,35.36466118990768,0.0,0.0,0.0,6.070593201121369,6.070593201121369,Weak association
120,216,367471760,SEA GODDESS,IMO8938863,WDF6205,30.0,False,63.505369500195776,63.505369500195776,2018-09-25 15:13:31+00:00,8.804040833333334,0.2,236.9,0,,,,,0.4,0.6,3,2018-09-25 12:55:31+00:00,2018-09-25 15:31:31+00:00,2.6,36.03533881009233,0.0,0.0,0.0,5.996073465545297,5.996073465545297,Weak association
121,206,367312940,JESSICA S SETTOON,,WDD9545,31.0,False,58.79694947452069,58.79694947452069,2018-09-26 00:01:15+00:00,0.0084852777777777,6.2,164.5,0,,,,,6.3,6.6,36,2018-09-25 23:07:15+00:00,2018-09-26 00:01:15+00:00,0.9,36.36466118990768,0.0,0.0,0.0,5.959482090010257,5.959482090010257,Weak association
122,124,367442550,,,,,False,44.33261769571732,44.33261769571732,2018-09-25 14:23:34+00:00,9.636540833333331,3.3,237.8,0,,,,,3.8,6.2,447,2018-09-25 12:01:46+00:00,2018-09-25 22:47:25+00:00,10.760833333333334,36.93533881009233,0.0,0.0,0.0,5.896073465545296,5.896073465545296,Weak association
123,173,367306090,JANE P SETTOON,,WDD9033,31.0,False,48.38116024548815,48.38116024548815,2018-09-25 23:07:14+00:00,0.9087630555555556,4.4,239.2,0,,,,,4.8,6.1,134,2018-09-25 20:40:04+00:00,2018-09-26 00:01:14+00:00,3.352777777777778,38.33533881009231,0.0,0.0,0.0,5.7405179099897445,5.7405179099897445,Weak association
124,77,367481310,OSG COURAGEOUS,IMO9395707,WDF7122,31.0,False,28.030709306008145,28.030709306008145,2018-09-25 21:39:57+00:00,2.363485277777778,0.1,342.5,0,,,,,0.2,0.4,213,2018-09-25 12:03:53+00:00,2018-09-26 00:00:57+00:00,11.95111111111111,38.36466118990768,0.0,0.0,0.0,5.737259867788036,5.737259867788036,Weak association
125,183,367627320,ROCKFISH,IMO8763024,WDH5372,90.0,False,51.00265184393727,51.00265184393727,2018-09-25 12:40:28+00:00,11.354874166666669,0.0,239.4,0,,,,,0.0,0.2,138,2018-09-25 12:02:38+00:00,2018-09-25 23:04:58+00:00,11.03888888888889,38.53533881009233,0.0,0.0,0.0,5.71829568776752,5.71829568776752,Weak association
126,207,366874650,MR HENRY,IMO9283083,WDB2323,60.0,False,58.97702967422296,58.97702967422296,2018-09-25 18:49:47+00:00,5.199596388888889,6.2,342.3,0,,,,,9.1,21.8,74,2018-09-25 15:54:09+00:00,2018-09-25 19:15:29+00:00,3.355555555555556,38.56466118990767,0.0,0.0,0.0,5.715037645565815,5.715037645565815,Weak association
127,45,367743640,MASTER PAUL,IMO8990639,WDI8935,30.0,False,25.244822061014325,25.244822061014325,2018-09-25 19:58:04+00:00,4.061540833333334,2.8,162.0,0,,,,,3.0,6.3,50,2018-09-25 12:39:03+00:00,2018-09-25 19:58:04+00:00,7.316944444444444,38.86466118990768,0.0,0.0,0.0,5.681704312232481,5.681704312232481,Weak association
128,174,367369940,PENELOPE H SETTOON,,WDE5660,31.0,False,48.40985937284362,48.40985937284362,2018-09-25 18:09:12+00:00,5.875985277777778,4.8,240.4,0,,,,,5.1,9.2,474,2018-09-25 12:02:52+00:00,2018-09-25 23:34:41+00:00,11.530277777777778,39.53533881009233,0.0,0.0,0.0,5.607184576656408,5.607184576656408,Weak association
129,212,367510030,MS MEGGIE,IMO9373759,WDF9903,90.0,False,59.9400648642172,59.9400648642172,2018-09-25 16:07:14+00:00,7.908763055555555,0.1,341.0,0,,,,,0.1,10.3,436,2018-09-25 12:01:54+00:00,2018-09-26 00:01:43+00:00,11.996944444444445,39.86466118990768,0.0,0.0,0.0,5.570593201121369,5.570593201121369,Weak association
130,36,367637190,HAYDEN,IMO8988478,WDH6365,60.0,False,21.721600943070133,21.721600943070133,2018-09-25 17:23:51+00:00,6.631818611111111,0.0,340.9,0,,,,,1.0,21.2,437,2018-09-25 12:01:46+00:00,2018-09-25 23:10:58+00:00,11.153333333333334,39.9646611899077,0.0,0.0,0.0,5.559482090010254,5.559482090010254,Weak association
131,146,636016805,MSC NADRIELY,IMO9149328,D5HX2,70.0,False,45.86167241872235,45.86167241872235,2018-09-25 23:48:06+00:00,0.2276519444444444,0.4,340.4,0,,,,,15.7,17.9,71,2018-09-25 22:24:09+00:00,2018-09-26 00:01:17+00:00,1.6188888888888888,40.4646611899077,0.0,0.0,0.0,5.503926534454699,5.503926534454699,Weak association
132,184,367132730,JIMMIE HOLMES ELEVAT,IMO8770235,WDD3532,90.0,False,51.4792149825396,51.4792149825396,2018-09-25 18:51:49+00:00,5.1657075,0.0,159.8,0,,,,,0.0,0.1,191,2018-09-25 12:03:51+00:00,2018-09-25 23:57:51+00:00,11.9,41.06466118990767,0.0,0.0,0.0,5.437259867788037,5.437259867788037,Weak association
133,170,367079560,MS DEE,IMO8973497,WDC7960,60.0,False,47.84369353377728,47.84369353377728,2018-09-25 16:43:38+00:00,7.302096388888889,0.6,242.3,0,,,,,1.8,20.3,487,2018-09-25 12:02:49+00:00,2018-09-26 00:01:20+00:00,11.975277777777778,41.43533881009233,0.0,0.0,0.0,5.396073465545297,5.396073465545297,Weak association
134,94,367362520,CANDY LAND,IMO9407184,WDE5133,60.0,False,33.28966651258577,33.28966651258577,2018-09-25 23:24:59+00:00,0.6129297222222222,3.5,242.4,0,,,,,16.8,20.7,119,2018-09-25 12:03:16+00:00,2018-09-25 23:54:16+00:00,11.85,41.53533881009233,0.0,0.0,0.0,5.384962354434187,5.384962354434187,Weak association
135,140,367714960,AUTHORITY I,,WDI6073,,False,45.72016765776267,45.72016765776267,2018-09-25 23:01:16+00:00,1.0082075,0.0,337.9,0,,,,,0.0,0.0,24,2018-09-25 22:57:26+00:00,2018-09-25 23:29:07+00:00,0.5280555555555555,42.9646611899077,0.0,0.0,0.0,5.226148756676922,5.226148756676922,Weak association
136,152,367454680,CHERAMIE BOTRUC 41,IMO9503445,WNSG,90.0,False,46.277819918885065,46.277819918885065,2018-09-25 22:10:41+00:00,1.8512630555555556,0.3,337.5,0,,,,,0.2,0.6,427,2018-09-25 12:01:50+00:00,2018-09-26 00:00:21+00:00,11.975277777777778,43.36466118990768,0.0,0.0,0.0,5.18170431223248,5.18170431223248,Weak association
137,182,367593780,RAIMY EYMARD,IMO9696125,WDH2039,90.0,False,50.96228822592666,50.96228822592666,2018-09-25 19:34:22+00:00,4.456540833333333,0.0,245.3,0,,,,,0.0,0.2,199,2018-09-25 12:04:18+00:00,2018-09-26 00:01:20+00:00,11.950555555555557,44.43533881009233,0.0,0.0,0.0,5.062740132211962,5.062740132211962,Weak association
138,47,366992040,OCEAN PRIDE,,WDC2374,31.0,False,26.91794809112611,26.91794809112611,2018-09-25 17:32:35+00:00,6.486263055555555,6.7,65.8,0,,,,,0.0,9.6,492,2018-09-25 12:02:54+00:00,2018-09-26 00:01:13+00:00,11.971944444444444,44.93533881009233,0.0,0.0,0.0,5.007184576656407,5.007184576656407,Weak association
139,157,538004644,ROWAN RESOLUTE,IMO9630078,V7YE8,90.0,False,46.38971285938139,46.38971285938139,2018-09-25 12:10:02+00:00,11.862096388888888,0.0,66.0,0,,,,,0.0,0.2,406,2018-09-25 12:03:11+00:00,2018-09-26 00:01:22+00:00,11.969722222222222,45.13533881009232,0.0,0.0,0.0,4.984962354434187,4.984962354434187,Weak association
140,122,367669990,CAPT ANDRE,IMO7733187,WDH9629,30.0,False,43.64289408882675,43.64289408882675,2018-09-25 16:10:14+00:00,7.858763055555555,2.7,66.9,0,,,,,2.7,4.6,300,2018-09-25 14:49:11+00:00,2018-09-26 00:00:23+00:00,9.186666666666667,46.03533881009233,0.0,0.0,0.0,4.884962354434186,4.884962354434186,Weak association
141,131,367090390,SUN DAY,,WDC8625,60.0,False,45.247741433062906,45.247741433062906,2018-09-25 12:56:41+00:00,11.084596388888889,2.3,154.8,0,,,,,11.55,18.7,350,2018-09-25 12:02:07+00:00,2018-09-25 23:58:51+00:00,11.945555555555556,46.06466118990767,0.0,0.0,0.0,4.881704312232481,4.881704312232481,Weak association
142,103,257714000,HOEGH TROOPER,IMO9075711,LAKQ7,70.0,False,34.1873573552209,34.18741509178353,2018-09-25 19:01:10+00:00,5.009874166666666,15.5,247.0,0,,,,,15.55,16.3,172,2018-09-25 16:57:39+00:00,2018-09-25 21:04:58+00:00,4.121944444444445,46.13533881009232,0.0,0.0,0.0,4.873851243323076,4.873851243323076,Weak association
143,26,367704020,MISS ALLY,IMO8940658,WDI4986,30.0,False,10.30635452144389,10.30635452144389,2018-09-25 23:56:12+00:00,0.0926519444444444,5.3,333.8,0,,,,,3.2,13.6,307,2018-09-25 12:03:10+00:00,2018-09-26 00:00:42+00:00,11.95888888888889,47.06466118990767,0.0,0.0,0.0,4.77059320112137,4.77059320112137,Weak association
144,200,367643820,JANAE' ALYSSA,,WDH7007,30.0,False,55.6661038564449,55.6661038564449,2018-09-26 00:00:26+00:00,0.0220963888888888,2.3,153.4,0,,,,,0.1,5.3,259,2018-09-25 12:03:32+00:00,2018-09-26 00:00:26+00:00,11.948333333333334,47.46466118990767,0.0,0.0,0.0,4.726148756676926,4.726148756676926,Weak association
145,133,367331190,HELGE HOVLAND,IMO7643497,WCY2046,30.0,False,45.49169028916709,45.49169028916709,2018-09-25 23:30:52+00:00,0.5148741666666666,8.5,152.6,0,,,,,7.0,11.7,102,2018-09-25 21:20:44+00:00,2018-09-26 00:01:13+00:00,2.674722222222222,48.264661189907685,0.0,0.0,0.0,4.6372598677880355,4.6372598677880355,Weak association
146,164,366992060,DEJEANNE MARIA,,WDC2376,31.0,False,46.71861262057679,46.71861262057679,2018-09-25 16:34:36+00:00,7.452651944444444,0.0,249.6,0,,,,,0.0,0.0,228,2018-09-25 12:02:10+00:00,2018-09-26 00:01:45+00:00,11.993055555555555,48.735338810092315,0.0,0.0,0.0,4.584962354434187,4.584962354434187,Weak association
147,81,367791160,MASTER WAYNE,,WDJ5774,30.0,False,28.68855240002205,28.68855240002205,2018-09-25 21:02:24+00:00,2.9893186111111114,2.7,250.4,0,,,,,0.2,3.0,241,2018-09-25 12:03:25+00:00,2018-09-26 00:00:23+00:00,11.949444444444444,49.53533881009233,0.0,0.0,0.0,4.496073465545297,4.496073465545297,Weak association
148,198,367032830,DULARGE,IMO8767575,WCS8769,90.0,False,55.176151572135424,55.176151572135424,2018-09-25 21:53:39+00:00,2.1351519444444444,0.1,70.4,0,,,,,0.0,4.1,234,2018-09-25 12:02:40+00:00,2018-09-25 23:59:36+00:00,11.948888888888888,49.53533881009233,0.0,0.0,0.0,4.496073465545297,4.496073465545297,Weak association
